  -6.870923775000E-004   1.974902470143E-003   1.843280000000E+002   4.034905490875E+002
  -6.015369536503E-004   1.729045389607E-003   1.849560000000E+002   4.050570600033E+002
  -5.136150016753E-004   1.476371713827E-003   1.855600000000E+002   4.066241559982E+002
  -4.236735879489E-004   1.217877651234E-003   1.862240000000E+002   4.081903920174E+002
  -3.320676690409E-004   9.545823337075E-004   1.868640000000E+002   4.097482430935E+002
  -2.391587288422E-004   6.875238408098E-004   1.875160000000E+002   4.113258700371E+002
  -1.453132864317E-004   4.177550611532E-004   1.881160000000E+002   4.128957810402E+002
  -5.090148489221E-005   1.463395883194E-004   1.887120000000E+002   4.144861719608E+002
   4.371277948209E-005   1.256556154770E-004   1.893440000000E+002   4.160289809704E+002
   1.381578743658E-004   3.971587727797E-004   1.899680000000E+002   4.175868299007E+002
   2.320517167336E-004   6.670958962367E-004   1.905760000000E+002   4.191558220387E+002
   3.250242752932E-004   9.344027554572E-004   1.911400000000E+002   4.207117149830E+002
   4.167092358880E-004   1.198025484196E-003   1.918080000000E+002   4.223022999763E+002
   5.067454146960E-004   1.456924747909E-003   1.924240000000E+002   4.238730940819E+002
   5.947782146538E-004   1.710079843473E-003   1.930200000000E+002   4.254369709492E+002
   6.804609787222E-004   1.956492697555E-003   1.936480000000E+002   4.270500259399E+002
  -2.281437909501E-007   2.608661309009E-008   1.945440000000E+002   4.291394000053E+002
  -2.775116172135E-007   3.080384813593E-008   1.954520000000E+002   4.311640820503E+002
  -3.293692709303E-007   3.567789907498E-008   1.963240000000E+002   4.332203779221E+002
  -3.828936713859E-007   4.064020408435E-008   1.972360000000E+002   4.355541880131E+002
  -4.372635810578E-007   4.562941112946E-008   1.981360000000E+002   4.377119669914E+002
  -4.916255006750E-007   5.056941964005E-008   1.989480000000E+002   4.396681339741E+002
  -5.451301917804E-007   5.539774137936E-008   1.999000000000E+002   4.418265631199E+002
  -5.969474551317E-007   6.004059780864E-008   2.008400000000E+002   4.439316949844E+002
  -6.462611890987E-007   6.443622488964E-008   2.017880000000E+002   4.462324590683E+002
  -6.923058318457E-007   6.852212006380E-008   2.027800000000E+002   4.484918930531E+002
  -7.343604400682E-007   7.223869866071E-008   2.036200000000E+002   4.506457791328E+002
  -7.717666117673E-007   7.553404160034E-008   2.045560000000E+002   4.529938039780E+002
  -8.039406292026E-007   7.836143447270E-008   2.054680000000E+002   4.550002300739E+002
  -8.303787273451E-007   8.069079961566E-008   2.063560000000E+002   4.569768979549E+002
  -8.506680733716E-007   8.248355011723E-008   2.072320000000E+002   4.590036420822E+002
  -8.644911323122E-007   8.370379631156E-008   2.080240000000E+002   4.609669890404E+002
  -8.716310971553E-007   8.433390149499E-008   2.088840000000E+002   4.631131689548E+002
